1,0,TRACK,NAME,Abu Dhabi
BATCH,1,9,NOR:89.007,SAI:89.187,GAS:89.631,RUS:89.816,HUL:89.959,ALO:90.085,LEC:89.913,VER:89.445,MAG:91.089,STR:90.505,LAW:90.303,HAM:90.296,ZHO:90.42,ALB:90.469,TSU:90.656,DOO:90.96,PIA:89.553,BOT:89.903,COL:89.938
1,10,NOR,POS,1
1,10,SAI,POS,2
1,10,GAS,POS,3
1,10,RUS,POS,4
1,10,HUL,POS,5
1,10,LEC,POS,6
1,10,LEC,OVERTAKE,1
1,10,ALO,POS,7
1,10,VER,POS,8
1,10,MAG,POS,9
1,10,STR,POS,10
1,10,LAW,POS,11
1,10,HAM,POS,12
1,10,ZHO,POS,13
1,10,ALB,POS,14
1,10,TSU,POS,15
1,10,DOO,POS,16
1,10,PIA,POS,17
1,10,BOT,POS,18
1,10,COL,POS,19
BATCH,1,10,NOR:89.244,SAI:89.32,GAS:90.127,RUS:90.056,HUL:90.401,LEC:90.008,ALO:91.708,VER:90.449,MAG:91.035,STR:90.836,LAW:90.759,HAM:90.655,ZHO:90.523,ALB:90.748,TSU:90.79,DOO:91.054,PIA:89.669,BOT:89.838,COL:90.4
1,11,STR,PIT,0.0
1,11,NOR,POS,1
1,11,SAI,POS,2
1,11,GAS,POS,3
1,11,RUS,POS,4
1,11,HUL,POS,5
1,11,LEC,POS,6
1,11,ALO,POS,7
1,11,VER,POS,8
1,11,MAG,POS,9
1,11,LAW,POS,10
1,11,LAW,OVERTAKE,1
1,11,STR,POS,11
1,11,HAM,POS,12
1,11,ZHO,POS,13
1,11,ALB,POS,14
1,11,TSU,POS,15
1,11,DOO,POS,16
1,11,PIA,POS,17
1,11,BOT,POS,18
1,11,COL,POS,19
BATCH,1,11,NOR:89.128,SAI:89.246,GAS:90.072,RUS:90.055,HUL:90.744,LEC:90.268,ALO:91.088,VER:90.395,MAG:90.943,LAW:90.989,STR:92.854,HAM:91.066,ZHO:90.808,ALB:90.758,TSU:90.835,DOO:90.825,PIA:89.317,BOT:89.893,COL:90.459
1,12,ALB,PIT,0.0
1,12,MAG,PIT,0.0
1,12,STR,COMPOUND,Hard
1,12,ZHO,PIT,0.0
1,12,NOR,POS,1
1,12,SAI,POS,2
1,12,GAS,POS,3
1,12,RUS,POS,4
1,12,LEC,POS,5
1,12,LEC,OVERTAKE,1
1,12,HUL,POS,6
1,12,VER,POS,7
1,12,VER,OVERTAKE,1
1,12,ALO,POS,8
1,12,MAG,POS,9
1,12,HAM,POS,10
1,12,HAM,OVERTAKE,1
1,12,LAW,POS,11
1,12,ZHO,POS,12
1,12,ZHO,OVERTAKE,1
1,12,TSU,POS,13
1,12,TSU,OVERTAKE,1
1,12,ALB,POS,14
1,12,DOO,POS,15
1,12,DOO,OVERTAKE,1
1,12,STR,POS,16
1,12,PIA,POS,17
1,12,BOT,POS,18
1,12,COL,POS,19
BATCH,1,12,NOR:89.084,SAI:89.15,GAS:90.174,RUS:90.038,LEC:89.507,HUL:91.288,VER:90.164,ALO:91.821,MAG:92.565,HAM:89.955,LAW:91.887,ZHO:92.863,TSU:90.675,ALB:92.201,DOO:90.859,STR:111.685,PIA:89.841,BOT:89.883,COL:90.208
1,13,ALB,COMPOUND,Hard
1,13,ALO,PIT,0.0
1,13,HUL,PIT,0.0
1,13,MAG,COMPOUND,Hard
1,13,ZHO,COMPOUND,Hard
1,13,NOR,POS,1
1,13,SAI,POS,2
1,13,GAS,POS,3
1,13,RUS,POS,4
1,13,LEC,POS,5
1,13,VER,POS,6
1,13,VER,OVERTAKE,1
1,13,HUL,POS,7
1,13,ALO,POS,8
1,13,HAM,POS,9
1,13,HAM,OVERTAKE,1
1,13,LAW,POS,10
1,13,LAW,OVERTAKE,1
1,13,TSU,POS,11
1,13,TSU,OVERTAKE,1
1,13,DOO,POS,12
1,13,DOO,OVERTAKE,1
1,13,STR,POS,13
1,13,STR,OVERTAKE,1
1,13,PIA,POS,14
1,13,PIA,OVERTAKE,1
1,13,MAG,POS,15
1,13,ALB,POS,16
1,13,ZHO,POS,17
1,13,BOT,POS,18
1,13,COL,POS,19
BATCH,1,13,NOR:89.272,SAI:89.192,GAS:90.173,RUS:90.08,LEC:89.834,VER:90.178,HUL:92.49,ALO:93.244,HAM:90.28,LAW:91.234,TSU:90.727,DOO:90.584,STR:89.88,PIA:89.567,MAG:113.873,ALB:109.973,ZHO:112.329,BOT:89.812,COL:90.26
1,14,ALO,COMPOUND,Hard
1,14,GAS,PIT,0.0
1,14,HUL,COMPOUND,Hard
1,14,NOR,POS,1
1,14,SAI,POS,2
1,14,RUS,POS,3
1,14,RUS,OVERTAKE,1
1,14,GAS,POS,4
1,14,LEC,POS,5
1,14,VER,POS,6
1,14,HAM,POS,7
1,14,HAM,OVERTAKE,1
1,14,LAW,POS,8
1,14,LAW,OVERTAKE,1
1,14,TSU,POS,9
1,14,TSU,OVERTAKE,1
1,14,DOO,POS,10
1,14,DOO,OVERTAKE,1
1,14,HUL,POS,11
1,14,ALO,POS,12
1,14,PIA,POS,13
1,14,PIA,OVERTAKE,1
1,14,STR,POS,14
1,14,MAG,POS,15
1,14,ALB,POS,16
1,14,ZHO,POS,17
1,14,BOT,POS,18
1,14,COL,POS,19
BATCH,1,14,NOR:89.039,SAI:89.14,RUS:89.967,GAS:92.241,LEC:89.516,VER:90.128,HAM:90.038,LAW:90.795,TSU:90.916,DOO:90.61,HUL:109.649,ALO:111.792,PIA:89.319,STR:90.544,MAG:89.826,ALB:89.897,ZHO:90.128,BOT:89.482,COL:92.731
1,15,GAS,COMPOUND,Hard
1,15,NOR,POS,1
1,15,SAI,POS,2
1,15,RUS,POS,3
1,15,LEC,POS,4
1,15,LEC,OVERTAKE,1
1,15,VER,POS,5
1,15,VER,OVERTAKE,1
1,15,HAM,POS,6
1,15,HAM,OVERTAKE,1
1,15,LAW,POS,7
1,15,LAW,OVERTAKE,1
1,15,TSU,POS,8
1,15,TSU,OVERTAKE,1
1,15,GAS,POS,9
1,15,DOO,POS,10
1,15,HUL,POS,11
1,15,ALO,POS,12
1,15,PIA,POS,13
1,15,STR,POS,14
1,15,MAG,POS,15
1,15,ALB,POS,16
1,15,ZHO,POS,17
1,15,BOT,POS,18
1,15,COL,POS,19
BATCH,1,15,NOR:89.07,SAI:89.222,RUS:90.094,LEC:89.675,VER:89.876,HAM:89.872,LAW:90.46,TSU:90.686,GAS:109.784,DOO:92.119,HUL:89.786,ALO:89.756,PIA:89.895,STR:89.963,MAG:89.899,ALB:89.994,ZHO:90.086,BOT:89.572,COL:92.892
1,16,NOR,POS,1
1,16,SAI,POS,2
1,16,RUS,POS,3
1,16,LEC,POS,4
1,16,VER,POS,5
1,16,HAM,POS,6
1,16,LAW,POS,7
1,16,TSU,POS,8
1,16,GAS,POS,9
1,16,DOO,POS,10
1,16,HUL,POS,11
1,16,ALO,POS,12
1,16,PIA,POS,13
1,16,STR,POS,14
1,16,MAG,POS,15
1,16,ALB,POS,16
1,16,ZHO,POS,17
1,16,BOT,POS,18
1,16,COL,POS,19
BATCH,1,16,NOR:88.951,SAI:89.224,RUS:89.795,LEC:89.82,VER:90.047,HAM:89.966,LAW:90.62,TSU:90.714,GAS:89.927,DOO:91.1,HUL:89.985,ALO:89.907,PIA:89.904,STR:90.032,MAG:90.014,ALB:89.927,ZHO:90.136,BOT:89.582,COL:90.464
1,17,NOR,POS,1
1,17,SAI,POS,2
1,17,RUS,POS,3
1,17,LEC,POS,4
1,17,VER,POS,5
1,17,HAM,POS,6
1,17,LAW,POS,7
1,17,GAS,POS,8
1,17,GAS,OVERTAKE,1
1,17,TSU,POS,9
1,17,HUL,POS,10
1,17,HUL,OVERTAKE,1
1,17,DOO,POS,11
1,17,ALO,POS,12
1,17,PIA,POS,13
1,17,STR,POS,14
1,17,MAG,POS,15
1,17,ALB,POS,16
1,17,ZHO,POS,17
1,17,BOT,POS,18
1,17,COL,POS,19
BATCH,1,17,NOR:88.955,SAI:89.187,RUS:89.766,LEC:89.57,VER:89.909,HAM:89.637,LAW:90.556,GAS:89.986,TSU:92.003,HUL:89.152,DOO:91.563,ALO:89.892,PIA:89.659,STR:89.772,MAG:89.941,ALB:89.711,ZHO:90.264,BOT:89.819,COL:90.197
1,18,NOR,POS,1
1,18,SAI,POS,2
1,18,RUS,POS,3
1,18,LEC,POS,4
1,18,VER,POS,5
1,18,HAM,POS,6
1,18,LAW,POS,7
1,18,GAS,POS,8
1,18,TSU,POS,9
1,18,HUL,POS,10
1,18,DOO,POS,11
1,18,ALO,POS,12
1,18,PIA,POS,13
1,18,STR,POS,14
1,18,MAG,POS,15
1,18,ALB,POS,16
1,18,ZHO,POS,17
1,18,BOT,POS,18
1,18,COL,POS,19
BATCH,1,18,NOR:89.222,SAI:89.01,RUS:89.919,LEC:89.841,VER:89.826,HAM:89.756,LAW:90.723,GAS:90.123,TSU:91.196,HUL:89.806,DOO:90.964,ALO:89.565,PIA:89.607,STR:89.744,MAG:89.837,ALB:89.854,ZHO:90.04,BOT:89.68,COL:90.259
1,19,NOR,POS,1
1,19,SAI,POS,2
1,19,RUS,POS,3
1,19,LEC,POS,4
1,19,VER,POS,5
1,19,HAM,POS,6
1,19,LAW,POS,7
1,19,GAS,POS,8
1,19,HUL,POS,9
1,19,HUL,OVERTAKE,1
1,19,TSU,POS,10
1,19,DOO,POS,11
1,19,ALO,POS,12
1,19,PIA,POS,13
1,19,STR,POS,14
1,19,MAG,POS,15
1,19,ALB,POS,16
1,19,ZHO,POS,17
1,19,BOT,POS,18
1,19,COL,POS,19
BATCH,1,19,NOR:89.139,SAI:89.32,RUS:89.857,LEC:90.082,VER:90.076,HAM:89.849,LAW:90.896,GAS:89.567,HUL:89.496,TSU:91.681,DOO:90.902,ALO:89.708,PIA:90.058,STR:90.074,MAG:90.041,ALB:90.012,ZHO:90.017,BOT:90.046,COL:90.441
1,20,LEC,PIT,0.0
1,20,NOR,POS,1
1,20,SAI,POS,2
1,20,RUS,POS,3
1,20,LEC,POS,4
1,20,VER,POS,5
1,20,HAM,POS,6
1,20,LAW,POS,7
1,20,GAS,POS,8
1,20,HUL,POS,9
1,20,TSU,POS,10
1,20,DOO,POS,11
1,20,ALO,POS,12
1,20,PIA,POS,13
1,20,STR,POS,14
1,20,MAG,POS,15
1,20,ALB,POS,16
1,20,ZHO,POS,17
1,20,BOT,POS,18
1,20,COL,POS,19
BATCH,1,20,NOR:89.213,SAI:89.208,RUS:89.903,LEC:92.189,VER:90.004,HAM:89.807,LAW:90.725,GAS:89.562,HUL:89.872,TSU:91.265,DOO:90.94,ALO:90.087,PIA:90.191,STR:90.375,MAG:90.819,ALB:90.183,ZHO:89.984,BOT:90.103,COL:90.066
1,21,LEC,COMPOUND,Hard
1,21,NOR,POS,1
1,21,SAI,POS,2
1,21,RUS,POS,3
1,21,VER,POS,4
1,21,VER,OVERTAKE,1
1,21,HAM,POS,5
1,21,HAM,OVERTAKE,1
1,21,LAW,POS,6
1,21,LAW,OVERTAKE,1
1,21,GAS,POS,7
1,21,GAS,OVERTAKE,1
1,21,LEC,POS,8
1,21,HUL,POS,9
1,21,TSU,POS,10
1,21,DOO,POS,11
1,21,ALO,POS,12
1,21,PIA,POS,13
1,21,STR,POS,14
1,21,MAG,POS,15
1,21,ALB,POS,16
1,21,ZHO,POS,17
1,21,BOT,POS,18
1,21,COL,POS,19
BATCH,1,21,NOR:89.133,SAI:89.191,RUS:90.368,VER:89.695,HAM:89.719,LAW:90.796,GAS:89.725,LEC:108.662,HUL:89.891,TSU:91.218,DOO:90.92,ALO:90.133,PIA:90.277,STR:90.348,MAG:90.025,ALB:90.23,ZHO:89.928,BOT:89.823,COL:90.149
1,22,DOO,PIT,0.0
1,22,TSU,PIT,0.0
1,22,NOR,POS,1
1,22,SAI,POS,2
1,22,RUS,POS,3
1,22,VER,POS,4
1,22,HAM,POS,5
1,22,LAW,POS,6
1,22,GAS,POS,7
1,22,LEC,POS,8
1,22,HUL,POS,9
1,22,TSU,POS,10
1,22,ALO,POS,11
1,22,ALO,OVERTAKE,1
1,22,PIA,POS,12
1,22,PIA,OVERTAKE,1
1,22,DOO,POS,13
1,22,STR,POS,14
1,22,MAG,POS,15
1,22,ALB,POS,16
1,22,ZHO,POS,17
1,22,BOT,POS,18
1,22,COL,POS,19
BATCH,1,22,NOR:89.189,SAI:88.909,RUS:89.896,VER:89.889,HAM:89.655,LAW:91.167,GAS:90.627,LEC:89.802,HUL:90.1,TSU:92.597,ALO:90.178,PIA:90.173,DOO:93.037,STR:90.376,MAG:90.25,ALB:90.183,ZHO:90.298,BOT:90.476,COL:90.317
1,23,DOO,COMPOUND,Hard
1,23,LAW,PIT,0.0
1,23,TSU,COMPOUND,Hard
1,23,NOR,POS,1
1,23,SAI,POS,2
1,23,RUS,POS,3
1,23,VER,POS,4
1,23,HAM,POS,5
1,23,GAS,POS,6
1,23,GAS,OVERTAKE,1
1,23,LEC,POS,7
1,23,LEC,OVERTAKE,1
1,23,HUL,POS,8
1,23,HUL,OVERTAKE,1
1,23,LAW,POS,9
1,23,ALO,POS,10
1,23,ALO,OVERTAKE,1
1,23,PIA,POS,11
1,23,PIA,OVERTAKE,1
1,23,STR,POS,12
1,23,STR,OVERTAKE,1
1,23,MAG,POS,13
1,23,MAG,OVERTAKE,1
1,23,ALB,POS,14
1,23,ALB,OVERTAKE,1
1,23,ZHO,POS,15
1,23,ZHO,OVERTAKE,1
1,23,TSU,POS,16
1,23,BOT,POS,17
1,23,BOT,OVERTAKE,1
1,23,DOO,POS,18
1,23,COL,POS,19
BATCH,1,23,NOR:89.262,SAI:89.157,RUS:90.295,VER:89.939,HAM:89.787,GAS:90.137,LEC:90.437,HUL:89.987,LAW:94.497,ALO:89.863,PIA:89.661,STR:90.297,MAG:90.293,ALB:89.987,ZHO:89.946,TSU:110.323,BOT:90.799,DOO:110.994,COL:90.387
1,24,LAW,COMPOUND,Hard
1,24,LAW,PIT,0.0
1,24,NOR,POS,1
1,24,SAI,POS,2
1,24,RUS,POS,3
1,24,VER,POS,4
1,24,HAM,POS,5
1,24,LEC,POS,6
1,24,LEC,OVERTAKE,1
1,24,GAS,POS,7
1,24,HUL,POS,8
1,24,ALO,POS,9
1,24,ALO,OVERTAKE,1
1,24,PIA,POS,10
1,24,PIA,OVERTAKE,1
1,24,STR,POS,11
1,24,STR,OVERTAKE,1
1,24,MAG,POS,12
1,24,MAG,OVERTAKE,1
1,24,ALB,POS,13
1,24,ALB,OVERTAKE,1
1,24,ZHO,POS,14
1,24,ZHO,OVERTAKE,1
1,24,TSU,POS,15
1,24,TSU,OVERTAKE,1
1,24,LAW,POS,16
1,24,BOT,POS,17
1,24,DOO,POS,18
1,24,COL,POS,19
BATCH,1,24,NOR:89.484,SAI:89.372,RUS:89.922,VER:89.75,HAM:89.698,LEC:89.185,GAS:91.144,HUL:90.006,ALO:89.652,PIA:89.79,STR:90.425,MAG:90.352,ALB:89.99,ZHO:89.935,TSU:89.905,LAW:116.467,BOT:90.673,DOO:89.815,COL:90.528
1,25,LAW,COMPOUND,Hard
1,25,SAI,PIT,0.0
1,25,NOR,POS,1
1,25,SAI,POS,2
1,25,RUS,POS,3
1,25,VER,POS,4
1,25,HAM,POS,5
1,25,LEC,POS,6
1,25,GAS,POS,7
1,25,HUL,POS,8
1,25,ALO,POS,9
1,25,PIA,POS,10
1,25,STR,POS,11
1,25,MAG,POS,12
1,25,ALB,POS,13
1,25,ZHO,POS,14
1,25,TSU,POS,15
1,25,DOO,POS,16
1,25,DOO,OVERTAKE,1
1,25,BOT,POS,17
1,25,LAW,POS,18
1,25,COL,POS,19
BATCH,1,25,NOR:89.21,SAI:90.842,RUS:89.945,VER:89.852,HAM:89.616,LEC:88.912,GAS:89.75,HUL:90.113,ALO:89.802,PIA:89.894,STR:90.24,MAG:90.418,ALB:90.095,ZHO:90.31,TSU:89.911,DOO:89.949,BOT:91.52,LAW:110.532,COL:90.254
1,26,NOR,PIT,0.0
1,26,RUS,PIT,0.0
1,26,SAI,COMPOUND,Hard
1,26,NOR,POS,1
1,26,SAI,POS,2
1,26,RUS,POS,3
1,26,VER,POS,4
1,26,HAM,POS,5
1,26,LEC,POS,6
1,26,GAS,POS,7
1,26,HUL,POS,8
1,26,ALO,POS,9
1,26,PIA,POS,10
1,26,STR,POS,11
1,26,MAG,POS,12
1,26,ALB,POS,13
1,26,ZHO,POS,14
1,26,TSU,POS,15
1,26,DOO,POS,16
1,26,BOT,POS,17
1,26,LAW,POS,18
1,26,COL,POS,19
BATCH,1,26,NOR:91.567,SAI:107.557,RUS:92.057,VER:90.268,HAM:89.833,LEC:89.084,GAS:89.688,HUL:89.715,ALO:89.755,PIA:89.669,STR:90.185,MAG:90.514,ALB:90.197,ZHO:90.126,TSU:89.863,DOO:90.411,BOT:91.252,LAW:89.611,COL:100.514
1,27,NOR,COMPOUND,Hard
1,27,RUS,COMPOUND,Hard
1,27,NOR,POS,1
1,27,SAI,POS,2
1,27,VER,POS,3
1,27,VER,OVERTAKE,1
1,27,HAM,POS,4
1,27,HAM,OVERTAKE,1
1,27,LEC,POS,5
1,27,LEC,OVERTAKE,1
1,27,RUS,POS,6
1,27,GAS,POS,7
1,27,HUL,POS,8
1,27,ALO,POS,9
1,27,PIA,POS,10
1,27,STR,POS,11
1,27,MAG,POS,12
1,27,ALB,POS,13
1,27,ZHO,POS,14
1,27,TSU,POS,15
1,27,DOO,POS,16
1,27,BOT,POS,17
1,27,LAW,POS,18
BATCH,1,27,NOR:107.513,SAI:88.177,VER:89.897,HAM:89.844,LEC:88.873,RUS:108.853,GAS:90.381,HUL:89.808,ALO:89.718,PIA:89.631,STR:90.163,MAG:90.623,ALB:90.326,ZHO:90.238,TSU:89.703,DOO:90.173,BOT:90.814,LAW:89.637
1,28,NOR,POS,1
1,28,SAI,POS,2
1,28,VER,POS,3
1,28,HAM,POS,4
1,28,LEC,POS,5
1,28,RUS,POS,6
1,28,GAS,POS,7
1,28,HUL,POS,8
1,28,ALO,POS,9
1,28,PIA,POS,10
1,28,STR,POS,11
1,28,MAG,POS,12
1,28,ALB,POS,13
1,28,ZHO,POS,14
1,28,TSU,POS,15
1,28,DOO,POS,16
1,28,BOT,POS,17
1,28,LAW,POS,18
BATCH,1,28,NOR:88.325,SAI:88.482,VER:90.274,HAM:89.481,LEC:88.443,RUS:88.47,GAS:89.596,HUL:89.572,ALO:89.672,PIA:90.036,STR:90.32,MAG:90.42,ALB:90.058,ZHO:90.148,TSU:89.775,DOO:90.089,BOT:90.702,LAW:89.585
1,29,LAW,PIT,0.0
1,29,MAG,PIT,0.0
1,29,VER,PIT,0.0
1,29,NOR,POS,1
1,29,SAI,POS,2
1,29,VER,POS,3
1,29,HAM,POS,4
1,29,LEC,POS,5
1,29,RUS,POS,6
1,29,GAS,POS,7
1,29,HUL,POS,8
1,29,ALO,POS,9
1,29,PIA,POS,10
1,29,STR,POS,11
1,29,ALB,POS,12
1,29,ALB,OVERTAKE,1
1,29,MAG,POS,13
1,29,ZHO,POS,14
1,29,TSU,POS,15
1,29,DOO,POS,16
1,29,BOT,POS,17
1,29,LAW,POS,18
